MaintenanceWorkId,Date,Time,WorksDescription,EquipmentId
977,30/04/2013,8:04,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,8
978,7/12/2013,15:32,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,10
979,15/11/2013,9:30,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,5
980,9/03/2013,9:58,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,3
981,1/04/2014,16:44,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,5
982,5/05/2013,16:39,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,10
983,7/11/2012,12:30,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,3
984,29/11/2013,9:56,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris,2
985,14/06/2013,11:10,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,8
986,16/03/2014,13:41,orci vehicula condimentum curabitur in libero ut massa volutpat convallis,8
987,19/10/2013,8:13,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,9
988,27/07/2014,12:21,sit amet cursus id turpis integer aliquet massa id lobortis convallis,8
989,29/10/2012,15:18,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,10
990,18/01/2013,16:03,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,2
991,27/12/2013,12:41,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,10
992,7/12/2012,15:54,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,10
993,22/06/2013,10:33,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,1
994,24/11/2012,10:21,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,4
995,20/08/2013,16:51,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,6
996,29/04/2014,11:41,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,5
997,11/09/2013,11:34,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,5
998,26/03/2014,9:41,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,9
999,29/07/2013,11:08,sapien a libero nam dui proin leo odio porttitor id consequat,3
1000,5/05/2014,9:30,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,6
